question_id,parsed_result_answer,prompt,desc_id,given_info,question,answer,meta,reasoning,model_id,background,rung,n_edges,n_vars,simpson,anticommonsense,nonsense,has_anticommonsense
3415,no,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Eating citrus has a direct effect on vitmain C. Vitmain C has a direct effect on scurvy.
        


Method 1: We look at how eating citrus correlates with scurvy case by case according to vitmain C. Method 2: We look directly at how eating citrus correlates with scurvy in general.



To understand how eating citrus affects scurvy, is it more correct to use the Method 1 than Method 2?",orange_scurvy-chain-backadj-model775-spec25-q0,Method 1: We look at how eating citrus correlates with scurvy case by case according to vitmain C. Method 2: We look directly at how eating citrus correlates with scurvy in general.,"To understand how eating citrus affects scurvy, is it more correct to use the Method 1 than Method 2?",no,"{'story_id': 'orange_scurvy', 'graph_id': 'chain', 'flipped': True, 'polarity': True, 'groundtruth': [], 'bad_candidate_set': ['V2'], 'given_info': [['V2'], []], 'query_type': 'backadj', 'rung': 2, 'formal_form': '[backdoor adjustment set for Y given X]', 'treatment': 'X', 'outcome': 'Y', 'model_id': 775}",,775,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Eating citrus has a direct effect on vitmain C. Vitmain C has a direct effect on scurvy.",2,2,3,,,,False
7660,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Parents' intelligence has a direct effect on parents' social status and child's intelligence. Other unobserved factors has a direct effect on parents' social status and child's intelligence. Parents' social status has a direct effect on child's intelligence. Other unobserved factors is unobserved.
        


The overall probability of intelligent parents is 11%. For children with unintelligent parents, the probability of intelligent child is 71%. For children with intelligent parents, the probability of intelligent child is 41%.



Is intelligent child more likely than unintelligent child overall?",nature_vs_nurture-arrowhead-marginal-model4514-spec10-q0,"The overall probability of intelligent parents is 11%. For children with unintelligent parents, the probability of intelligent child is 71%. For children with intelligent parents, the probability of intelligent child is 41%.",Is intelligent child more likely than unintelligent child overall?,yes,"{'story_id': 'nature_vs_nurture', 'graph_id': 'arrowhead', 'given_info': {'P(X)': 0.10672855660000001, 'P(Y | X)': [0.7101921325, 0.4075382215]}, 'treated': True, 'polarity': True, 'groundtruth': 0.6813168390000001, 'query_type': 'marginal', 'rung': 1, 'formal_form': 'P(Y)', 'treatment': 'X', 'outcome': 'Y', 'model_id': 4514}","{'step0': ""Let V2 = other unobserved factors; X = parents' intelligence; V3 = parents' social status; Y = child's intelligence."", 'step1': 'X->V3,V2->V3,X->Y,V2->Y,V3->Y', 'step2': 'P(Y)', 'step3': 'P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)', 'step4': 'P(X=1) = 0.11\nP(Y=1 | X=0) = 0.71\nP(Y=1 | X=1) = 0.41', 'step5': '0.11*0.41 - 0.89*0.71 = 0.68', 'end': '0.68 > 0'}",4514,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Parents' intelligence has a direct effect on parents' social status and child's intelligence. Other unobserved factors has a direct effect on parents' social status and child's intelligence. Parents' social status has a direct effect on child's intelligence. Other unobserved factors is unobserved.",1,5,4,,,,False
6864,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Encouragement level has a direct effect on studying habit and exam score. Studying habit has a direct effect on exam score.
        


The overall probability of encouragement is 98%. For students who are not encouraged, the probability of high exam score is 50%. For students who are encouraged, the probability of high exam score is 39%.



Is high exam score less likely than low exam score overall?",encouagement_program-mediation-marginal-model4342-spec18-q1,"The overall probability of encouragement is 98%. For students who are not encouraged, the probability of high exam score is 50%. For students who are encouraged, the probability of high exam score is 39%.",Is high exam score less likely than low exam score overall?,yes,"{'story_id': 'encouagement_program', 'graph_id': 'mediation', 'given_info': {'P(X)': 0.9848430252, 'P(Y | X)': [0.4974140415, 0.3941226433]}, 'treated': True, 'polarity': False, 'groundtruth': 0.3951356847, 'query_type': 'marginal', 'rung': 1, 'formal_form': 'P(Y)', 'treatment': 'X', 'outcome': 'Y', 'model_id': 4342}","{'step0': 'Let X = encouragement level; V2 = studying habit; Y = exam score.', 'step1': 'X->V2,X->Y,V2->Y', 'step2': 'P(Y)', 'step3': 'P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)', 'step4': 'P(X=1) = 0.98\nP(Y=1 | X=0) = 0.50\nP(Y=1 | X=1) = 0.39', 'step5': '0.98*0.39 - 0.02*0.50 = 0.40', 'end': '0.40 > 0'}",4342,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Encouragement level has a direct effect on studying habit and exam score. Studying habit has a direct effect on exam score.",1,3,3,,,,False
8902,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Maternal smoking status has a direct effect on infant's birth weight and infant mortality. Health condition has a direct effect on infant's birth weight and infant mortality. Infant's birth weight has a direct effect on infant mortality. Health condition is unobserved.
        


For infants with nonsmoking mothers, the probability of high infant mortality is 79%. For infants with smoking mothers, the probability of high infant mortality is 46%.



For infants with smoking mothers, would it be less likely to see high infant mortality if the infant had a nonsmoking mother?",smoke_birthWeight-arrowhead-ett-model4801-spec27-q1,"For infants with nonsmoking mothers, the probability of high infant mortality is 79%. For infants with smoking mothers, the probability of high infant mortality is 46%.","For infants with smoking mothers, would it be less likely to see high infant mortality if the infant had a nonsmoking mother?",no,"{'story_id': 'smoke_birthWeight', 'graph_id': 'arrowhead', 'treated': True, 'result': True, 'polarity': False, 'groundtruth': -0.3367938984, 'query_type': 'ett', 'rung': 3, 'formal_form': 'E[Y_{X = 1} - Y_{X = 0} | X = 1]', 'given_info': {'p(Y | X)': [0.7926457805, 0.4558518821]}, 'estimand': 'P(Y=1|X=1) - P(Y=1|X=0)', 'treatment': 'X', 'outcome': 'Y', 'model_id': 4801}","{'step0': ""Let V2 = health condition; X = maternal smoking status; V3 = infant's birth weight; Y = infant mortality."", 'step1': 'X->V3,V2->V3,X->Y,V2->Y,V3->Y', 'step2': 'E[Y_{X = 1} - Y_{X = 0} | X = 1]', 'step3': 'P(Y=1|X=1) - P(Y=1|X=0)', 'step4': 'P(Y=1 | X=0) = 0.79\nP(Y=1 | X=1) = 0.46', 'step5': '0.46 - 0.79 = -0.34', 'end': '-0.34 < 0'}",4801,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Maternal smoking status has a direct effect on infant's birth weight and infant mortality. Health condition has a direct effect on infant's birth weight and infant mortality. Infant's birth weight has a direct effect on infant mortality. Health condition is unobserved.",3,5,4,,,,False
617,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Season has a direct effect on sprinkler and weather. Weather has a direct effect on ground. Sprinkler has a direct effect on ground.
        


The overall probability of rainy season is 19%. For people in the dry season, the probability of wet ground is 48%. For in the rainy season, the probability of wet ground is 62%.



Is wet ground more likely than dry ground overall?",floor_wet-diamond-marginal-model137-spec17-q0,"The overall probability of rainy season is 19%. For people in the dry season, the probability of wet ground is 48%. For in the rainy season, the probability of wet ground is 62%.",Is wet ground more likely than dry ground overall?,yes,"{'story_id': 'floor_wet', 'graph_id': 'diamond', 'given_info': {'P(X)': 0.18904528810000001, 'P(Y | X)': [0.483586532, 0.6157925966000001]}, 'treated': True, 'polarity': True, 'groundtruth': 0.5136708721000001, 'query_type': 'marginal', 'rung': 1, 'formal_form': 'P(Y)', 'treatment': 'X', 'outcome': 'Y', 'model_id': 137}","{'step0': 'Let X = season; V3 = sprinkler; V2 = weather; Y = ground.', 'step1': 'X->V3,X->V2,V2->Y,V3->Y', 'step2': 'P(Y)', 'step3': 'P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)', 'step4': 'P(X=1) = 0.19\nP(Y=1 | X=0) = 0.48\nP(Y=1 | X=1) = 0.62', 'step5': '0.19*0.62 - 0.81*0.48 = 0.51', 'end': '0.51 > 0'}",137,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Season has a direct effect on sprinkler and weather. Weather has a direct effect on ground. Sprinkler has a direct effect on ground.",1,4,4,,,,False
666,no,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Season has a direct effect on sprinkler and weather. Weather has a direct effect on ground. Sprinkler has a direct effect on ground.
        


Method 1: We look at how season correlates with ground case by case according to sprinkler. Method 2: We look directly at how season correlates with ground in general.



To understand how season affects ground, is it more correct to use the Method 1 than Method 2?",floor_wet-diamond-backadj-model148-spec28-q0,Method 1: We look at how season correlates with ground case by case according to sprinkler. Method 2: We look directly at how season correlates with ground in general.,"To understand how season affects ground, is it more correct to use the Method 1 than Method 2?",no,"{'story_id': 'floor_wet', 'graph_id': 'diamond', 'flipped': True, 'polarity': True, 'groundtruth': [], 'bad_candidate_set': ['V3'], 'given_info': [['V3'], []], 'query_type': 'backadj', 'rung': 2, 'formal_form': '[backdoor adjustment set for Y given X]', 'treatment': 'X', 'outcome': 'Y', 'model_id': 148}",,148,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Season has a direct effect on sprinkler and weather. Weather has a direct effect on ground. Sprinkler has a direct effect on ground.",2,4,4,,,,False
1855,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Unobserved confounders has a direct effect on education level and salary. Proximity to a college has a direct effect on education level. Education level has a direct effect on salary. Unobserved confounders is unobserved.
        


Method 1: We look at how education level correlates with salary case by case according to unobserved confounders. Method 2: We look directly at how education level correlates with salary in general.



To understand how education level affects salary, is it more correct to use the Method 1 than Method 2?",college_wage-IV-backadj-model433-spec13-q1,Method 1: We look at how education level correlates with salary case by case according to unobserved confounders. Method 2: We look directly at how education level correlates with salary in general.,"To understand how education level affects salary, is it more correct to use the Method 1 than Method 2?",yes,"{'story_id': 'college_wage', 'graph_id': 'IV', 'flipped': False, 'polarity': True, 'groundtruth': ['V1'], 'bad_candidate_set': [], 'given_info': [['V1'], []], 'query_type': 'backadj', 'rung': 2, 'formal_form': '[backdoor adjustment set for Y given X]', 'treatment': 'X', 'outcome': 'Y', 'model_id': 433}",,433,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Unobserved confounders has a direct effect on education level and salary. Proximity to a college has a direct effect on education level. Education level has a direct effect on salary. Unobserved confounders is unobserved.",2,4,4,,,,False
184,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: The man in the room has a direct effect on room. The candle has a direct effect on room.
        


Method 1: We look directly at how the man in the room correlates with room in general. Method 2: We look at this correlation case by case according to the candle.



To understand how the man in the room affects room, is it more correct to use the Method 1 than Method 2?",candle-fork-backadj-model35-spec5-q1,Method 1: We look directly at how the man in the room correlates with room in general. Method 2: We look at this correlation case by case according to the candle.,"To understand how the man in the room affects room, is it more correct to use the Method 1 than Method 2?",yes,"{'story_id': 'candle', 'graph_id': 'fork', 'flipped': False, 'polarity': True, 'groundtruth': [], 'bad_candidate_set': ['V2'], 'given_info': [[], ['V2']], 'query_type': 'backadj', 'rung': 2, 'formal_form': '[backdoor adjustment set for Y given X]', 'treatment': 'X', 'outcome': 'Y', 'model_id': 35}",,35,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: The man in the room has a direct effect on room. The candle has a direct effect on room.",2,2,3,,,,False
7289,no,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on occupation and salary. Skill has a direct effect on occupation and salary. Occupation has a direct effect on salary. Skill is unobserved.
        


For individuals who are not male, the probability of high salary is 17%. For individuals who are male, the probability of high salary is 31%.



For individuals who are male, would it be more likely to see high salary if the individual had not been male?",gender_pay-arrowhead-ett-model4419-spec5-q0,"For individuals who are not male, the probability of high salary is 17%. For individuals who are male, the probability of high salary is 31%.","For individuals who are male, would it be more likely to see high salary if the individual had not been male?",no,"{'story_id': 'gender_pay', 'graph_id': 'arrowhead', 'treated': True, 'result': True, 'polarity': True, 'groundtruth': 0.14327026580000002, 'query_type': 'ett', 'rung': 3, 'formal_form': 'E[Y_{X = 1} - Y_{X = 0} | X = 1]', 'given_info': {'p(Y | X)': [0.1709949375, 0.3142652033]}, 'estimand': 'P(Y=1|X=1) - P(Y=1|X=0)', 'treatment': 'X', 'outcome': 'Y', 'model_id': 4419}","{'step0': 'Let V2 = skill; X = gender; V3 = occupation; Y = salary.', 'step1': 'X->V3,V2->V3,X->Y,V2->Y,V3->Y', 'step2': 'E[Y_{X = 1} - Y_{X = 0} | X = 1]', 'step3': 'P(Y=1|X=1) - P(Y=1|X=0)', 'step4': 'P(Y=1 | X=0) = 0.17\nP(Y=1 | X=1) = 0.31', 'step5': '0.31 - 0.17 = 0.14', 'end': '0.14 > 0'}",4419,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on occupation and salary. Skill has a direct effect on occupation and salary. Occupation has a direct effect on salary. Skill is unobserved.",3,5,4,,,,False
1210,no,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Vaccination status has a direct effect on vaccination reaction and getting smallpox. Getting smallpox has a direct effect on smallpox survival. Vaccination reaction has a direct effect on smallpox survival.
        


Method 1: We look at how vaccination status correlates with smallpox survival case by case according to vaccination reaction. Method 2: We look directly at how vaccination status correlates with smallpox survival in general.



To understand how vaccination status affects smallpox survival, is it more correct to use the Method 1 than Method 2?",vaccine_kills-diamond-backadj-model275-spec5-q0,Method 1: We look at how vaccination status correlates with smallpox survival case by case according to vaccination reaction. Method 2: We look directly at how vaccination status correlates with smallpox survival in general.,"To understand how vaccination status affects smallpox survival, is it more correct to use the Method 1 than Method 2?",no,"{'story_id': 'vaccine_kills', 'graph_id': 'diamond', 'flipped': True, 'polarity': True, 'groundtruth': [], 'bad_candidate_set': ['V3'], 'given_info': [['V3'], []], 'query_type': 'backadj', 'rung': 2, 'formal_form': '[backdoor adjustment set for Y given X]', 'treatment': 'X', 'outcome': 'Y', 'model_id': 275}",,275,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Vaccination status has a direct effect on vaccination reaction and getting smallpox. Getting smallpox has a direct effect on smallpox survival. Vaccination reaction has a direct effect on smallpox survival.",2,4,4,,,,False
9218,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Smoking has a direct effect on tar deposit. Tar deposit has a direct effect on lung cancer.
        


The overall probability of smoking is 16%. The probability of nonsmoking and lung cancer is 54%. The probability of smoking and lung cancer is 13%.



Is the chance of lung cancer larger when observing smoking?",smoking_tar_cancer-chain-correlation-model4867-spec3-q0,The overall probability of smoking is 16%. The probability of nonsmoking and lung cancer is 54%. The probability of smoking and lung cancer is 13%.,Is the chance of lung cancer larger when observing smoking?,yes,"{'story_id': 'smoking_tar_cancer', 'graph_id': 'chain', 'given_info': {'P(X=1)': 0.1571572229, 'P(Y=1, X=0)': 0.5383763143, 'P(Y=1, X=1)': 0.1264814352}, 'treated': True, 'polarity': True, 'groundtruth': 0.1660458396, 'query_type': 'correlation', 'rung': 1, 'formal_form': 'P(Y | X)', 'treatment': 'X', 'outcome': 'Y', 'model_id': 4867}","{'step0': 'Let X = smoking; V2 = tar deposit; Y = lung cancer.', 'step1': 'X->V2,V2->Y', 'step2': 'P(Y | X)', 'step3': 'P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)', 'step4': 'P(X=1=1) = 0.16\nP(Y=1, X=0=1) = 0.54\nP(Y=1, X=1=1) = 0.13', 'step5': '0.13/0.16 - 0.54/0.84 = 0.17', 'end': '0.17 > 0'}",4867,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Smoking has a direct effect on tar deposit. Tar deposit has a direct effect on lung cancer.",1,2,3,,,,False
7025,no,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on department competitiveness and admission status. Department competitiveness has a direct effect on admission status.
        


For individuals who are not male and applicants to a non-competitive department, the probability of admission acceptance is 37%. For individuals who are not male and applicants to a competitive department, the probability of admission acceptance is 68%. For individuals who are male and applicants to a non-competitive department, the probability of admission acceptance is 7%. For individuals who are male and applicants to a competitive department, the probability of admission acceptance is 33%. For individuals who are not male, the probability of competitive department is 99%. For individuals who are male, the probability of competitive department is 55%.



Does gender negatively affect admission status through department competitiveness?",gender_admission-mediation-nie-model4370-spec16-q1,"For individuals who are not male and applicants to a non-competitive department, the probability of admission acceptance is 37%. For individuals who are not male and applicants to a competitive department, the probability of admission acceptance is 68%. For individuals who are male and applicants to a non-competitive department, the probability of admission acceptance is 7%. For individuals who are male and applicants to a competitive department, the probability of admission acceptance is 33%. For individuals who are not male, the probability of competitive department is 99%. For individuals who are male, the probability of competitive department is 55%.",Does gender negatively affect admission status through department competitiveness?,yes,"{'story_id': 'gender_admission', 'graph_id': 'mediation', 'mediators': ['V2'], 'polarity': False, 'groundtruth': -0.13760770490000002, 'query_type': 'nie', 'rung': 3, 'formal_form': 'E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]', 'given_info': {'p(Y | X, V2)': [[0.37226933830000003, 0.6843725845], [0.07058606740000001, 0.3335786676]], 'p(V2 | X)': [0.9922080588000001, 0.5513036255]}, 'estimand': '\\sum_{V2 = v} P(Y=1|X =0,V2 = v)*[P(V2 = v | X = 1) − P(V2 = v | X = 0)]', 'treatment': 'X', 'outcome': 'Y', 'model_id': 4370}","{'step0': 'Let X = gender; V2 = department competitiveness; Y = admission status.', 'step1': 'X->V2,X->Y,V2->Y', 'step2': 'E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]', 'step3': '\\sum_{V2 = v} P(Y=1|X =0,V2 = v)*[P(V2 = v | X = 1) − P(V2 = v | X = 0)]', 'step4': 'P(Y=1 | X=0, V2=0) = 0.37\nP(Y=1 | X=0, V2=1) = 0.68\nP(Y=1 | X=1, V2=0) = 0.07\nP(Y=1 | X=1, V2=1) = 0.33\nP(V2=1 | X=0) = 0.99\nP(V2=1 | X=1) = 0.55', 'step5': '0.55 * (0.68 - 0.37)+ 0.99 * (0.33 - 0.07)= -0.14', 'end': '-0.14 < 0'}",4370,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on department competitiveness and admission status. Department competitiveness has a direct effect on admission status.",3,3,3,,,,False
3238,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Obesity has a direct effect on diabetes and lifespan. Smoking has a direct effect on diabetes and lifespan. Diabetes has a direct effect on lifespan. Smoking is unobserved.
        


The overall probability of obesity is 18%. The probability of normal weight and long lifespan is 76%. The probability of obesity and long lifespan is 11%.



Is the chance of long lifespan smaller when observing obesity?",obesity_mortality-arrowhead-correlation-model740-spec20-q1,The overall probability of obesity is 18%. The probability of normal weight and long lifespan is 76%. The probability of obesity and long lifespan is 11%.,Is the chance of long lifespan smaller when observing obesity?,yes,"{'story_id': 'obesity_mortality', 'graph_id': 'arrowhead', 'given_info': {'P(X=1)': 0.1848372326, 'P(Y=1, X=0)': 0.7566753368, 'P(Y=1, X=1)': 0.10954325220000001}, 'treated': True, 'polarity': False, 'groundtruth': -0.3356034982, 'query_type': 'correlation', 'rung': 1, 'formal_form': 'P(Y | X)', 'treatment': 'X', 'outcome': 'Y', 'model_id': 740}","{'step0': 'Let V2 = smoking; X = obesity; V3 = diabetes; Y = lifespan.', 'step1': 'X->V3,V2->V3,X->Y,V2->Y,V3->Y', 'step2': 'P(Y | X)', 'step3': 'P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)', 'step4': 'P(X=1=1) = 0.18\nP(Y=1, X=0=1) = 0.76\nP(Y=1, X=1=1) = 0.11', 'step5': '0.11/0.18 - 0.76/0.82 = -0.34', 'end': '-0.34 < 0'}",740,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Obesity has a direct effect on diabetes and lifespan. Smoking has a direct effect on diabetes and lifespan. Diabetes has a direct effect on lifespan. Smoking is unobserved.",1,5,4,,,,False
9205,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Smoking has a direct effect on tar deposit. Tar deposit has a direct effect on lung cancer.
        


For nonsmokers, the probability of lung cancer is 24%. For smokers, the probability of lung cancer is 48%.



Will smoking increase the chance of lung cancer?",smoking_tar_cancer-chain-ate-model4865-spec1-q0,"For nonsmokers, the probability of lung cancer is 24%. For smokers, the probability of lung cancer is 48%.",Will smoking increase the chance of lung cancer?,yes,"{'story_id': 'smoking_tar_cancer', 'graph_id': 'chain', 'treated': True, 'result': True, 'polarity': True, 'groundtruth': 0.24916363390000001, 'query_type': 'ate', 'rung': 2, 'formal_form': 'E[Y | do(X = 1)] - E[Y | do(X = 0)]', 'given_info': {'p(Y | X)': [0.2357563771, 0.48492001100000004]}, 'estimand': 'P(Y=1|X=1) - P(Y=1|X=0)', 'treatment': 'X', 'outcome': 'Y', 'model_id': 4865}","{'step0': 'Let X = smoking; V2 = tar deposit; Y = lung cancer.', 'step1': 'X->V2,V2->Y', 'step2': 'E[Y | do(X = 1)] - E[Y | do(X = 0)]', 'step3': 'P(Y=1|X=1) - P(Y=1|X=0)', 'step4': 'P(Y=1 | X=0) = 0.24\nP(Y=1 | X=1) = 0.48', 'step5': '0.48 - 0.24 = 0.25', 'end': '0.25 > 0'}",4865,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Smoking has a direct effect on tar deposit. Tar deposit has a direct effect on lung cancer.",2,2,3,,,,False
6518,no,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Education level has a direct effect on skill. Skill has a direct effect on salary.
        


Method 1: We look at how education level correlates with salary case by case according to skill. Method 2: We look directly at how education level correlates with salary in general.



To understand how education level affects salary, is it more correct to use the Method 1 than Method 2?",college_salary-chain-backadj-model4250-spec16-q0,Method 1: We look at how education level correlates with salary case by case according to skill. Method 2: We look directly at how education level correlates with salary in general.,"To understand how education level affects salary, is it more correct to use the Method 1 than Method 2?",no,"{'story_id': 'college_salary', 'graph_id': 'chain', 'flipped': True, 'polarity': True, 'groundtruth': [], 'bad_candidate_set': ['V2'], 'given_info': [['V2'], []], 'query_type': 'backadj', 'rung': 2, 'formal_form': '[backdoor adjustment set for Y given X]', 'treatment': 'X', 'outcome': 'Y', 'model_id': 4250}",,4250,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Education level has a direct effect on skill. Skill has a direct effect on salary.",2,2,3,,,,False
194,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: The man in the room has a direct effect on room. The candle has a direct effect on room.
        


The overall probability of blowing out the candle is 31%. The probability of not blowing out the candle and dark room is 21%. The probability of blowing out the candle and dark room is 19%.



Is the chance of dark room larger when observing blowing out the candle?",candle-fork-correlation-model37-spec7-q0,The overall probability of blowing out the candle is 31%. The probability of not blowing out the candle and dark room is 21%. The probability of blowing out the candle and dark room is 19%.,Is the chance of dark room larger when observing blowing out the candle?,yes,"{'story_id': 'candle', 'graph_id': 'fork', 'given_info': {'P(X=1)': 0.3079127298, 'P(Y=1, X=0)': 0.2073886702, 'P(Y=1, X=1)': 0.1885552076}, 'treated': True, 'polarity': True, 'groundtruth': 0.31270892370000003, 'query_type': 'correlation', 'rung': 1, 'formal_form': 'P(Y | X)', 'treatment': 'X', 'outcome': 'Y', 'model_id': 37}","{'step0': 'Let V2 = the candle; X = the man in the room; Y = room.', 'step1': 'X->Y,V2->Y', 'step2': 'P(Y | X)', 'step3': 'P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)', 'step4': 'P(X=1=1) = 0.31\nP(Y=1, X=0=1) = 0.21\nP(Y=1, X=1=1) = 0.19', 'step5': '0.19/0.31 - 0.21/0.69 = 0.31', 'end': '0.31 > 0'}",37,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: The man in the room has a direct effect on room. The candle has a direct effect on room.",1,2,3,,,,False
8260,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Demand has a direct effect on supply and price. Yield per acre has a direct effect on supply. Supply has a direct effect on price. Demand is unobserved.
        


The overall probability of increased supply is 32%. The probability of reduced supply and increased price is 30%. The probability of increased supply and increased price is 18%.



Is the chance of increased price larger when observing increased supply?",price-IV-correlation-model4638-spec14-q0,The overall probability of increased supply is 32%. The probability of reduced supply and increased price is 30%. The probability of increased supply and increased price is 18%.,Is the chance of increased price larger when observing increased supply?,yes,"{'story_id': 'price', 'graph_id': 'IV', 'given_info': {'P(X=1)': 0.3183868764, 'P(Y=1, X=0)': 0.2969605139, 'P(Y=1, X=1)': 0.18381388540000002}, 'treated': True, 'polarity': True, 'groundtruth': 0.14165559590000001, 'query_type': 'correlation', 'rung': 1, 'formal_form': 'P(Y | X)', 'treatment': 'X', 'outcome': 'Y', 'model_id': 4638}","{'step0': 'Let V2 = yield per acre; V1 = demand; X = supply; Y = price.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'P(Y | X)', 'step3': 'P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)', 'step4': 'P(X=1=1) = 0.32\nP(Y=1, X=0=1) = 0.30\nP(Y=1, X=1=1) = 0.18', 'step5': '0.18/0.32 - 0.30/0.68 = 0.14', 'end': '0.14 > 0'}",4638,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Demand has a direct effect on supply and price. Yield per acre has a direct effect on supply. Supply has a direct effect on price. Demand is unobserved.",1,4,4,,,,False
3962,yes,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Pre-conditions has a direct effect on vaccination and disease. Vaccination has a direct effect on disease.
        


Method 1: We look at how vaccination correlates with disease case by case according to pre-conditions. Method 2: We look directly at how vaccination correlates with disease in general.



To understand how vaccination affects disease, is it more correct to use the Method 1 than Method 2?",simpson_vaccine-confounding-backadj-model918-spec18-q1,Method 1: We look at how vaccination correlates with disease case by case according to pre-conditions. Method 2: We look directly at how vaccination correlates with disease in general.,"To understand how vaccination affects disease, is it more correct to use the Method 1 than Method 2?",yes,"{'story_id': 'simpson_vaccine', 'graph_id': 'confounding', 'flipped': False, 'polarity': True, 'groundtruth': ['V1'], 'bad_candidate_set': [], 'given_info': [['V1'], []], 'query_type': 'backadj', 'rung': 2, 'formal_form': '[backdoor adjustment set for Y given X]', 'treatment': 'X', 'outcome': 'Y', 'model_id': 918}",,918,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Pre-conditions has a direct effect on vaccination and disease. Vaccination has a direct effect on disease.",2,3,3,1.0,,,False
